id,if_visit_11,if_visit_21,if_visit_22,if_visit_23,if_visit_24,if_visit_25,if_visit_26,if_visit_27,if_visit_28,if_visit_31,if_visit_33,if_visit_34,if_visit_35,if_visit_36,if_visit_37,if_visit_41,if_visit_42,if_visit_43,if_visit_44,if_visit_45,if_visit_51,if_visit_52,if_visit_53,if_visit_54,if_visit_55,if_visit_56,if_visit_57,if_visit_night_11,if_visit_night_21,if_visit_night_22,if_visit_night_23,if_visit_night_24,if_visit_night_25,if_visit_night_26,if_visit_night_27,if_visit_night_28,if_visit_night_31,if_visit_night_33,if_visit_night_34,if_visit_night_35,if_visit_night_36,if_visit_night_37,if_visit_night_41,if_visit_night_42,if_visit_night_43,if_visit_night_44,if_visit_night_45,if_visit_night_51,if_visit_night_52,if_visit_night_53,if_visit_night_54,if_visit_night_55,if_visit_night_56,if_visit_night_57
1,25,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
