user,if_move,v,d,date,t,home,dest,information.1,information.2,information.3,information.4,information.5,information.6,information.7,information.8,information.9,information.10,information.11,information.12,information.13,information.14,information.15,information.16,information.17,information.18,information.19,information.20,information.21,information.22
2,1,524,22,607,r2u,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524
