user,if_move,v,d,date,t,home,dest,cluster.1,cluster.2,cluster.3,cluster.4,cluster.5,cluster.6,cluster.7,cluster.8,cluster.9,cluster.10,cluster.11,cluster.12,cluster.13,cluster.14,cluster.15,cluster.16,cluster.17,cluster.18,cluster.19,cluster.20,cluster.21,cluster.22
1,1,0.030302999999999997,22,607,r2u,11,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030302999999999997
