user,if_move,d,support_sss,support_ssw,support_sws,support_sww,support_wss,support_wsw,support_wws,support_www,strong_tie,t,date,home,dest
1,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,1.0,r2u,0607,33,11
