user,if_move_x,d_dest,l_dest,s_dest,recent_mig_dest,co_mig_dest,t_dest,date,home_dest,dest_dest,if_move_y,d_home,l_home,s_home,t_home,home_home,dest_home,user_dest,user_degree_dest,user_month,home_dest_user,home_dest_date,if_move
1,1,6.0,115.0,0.333333,0.0,1.0,r2u,0607,33,11,1,15,168,0.466667,r,33,11,1_11,1_6.0,1_0607,33_111,33_110607,1
