user,if_move,v,d,date,t,home,dest,support.1,support.2,support.3,support.4,support.5,support.6,support.7,support.8,support.9,support.10,support.11,support.12,support.13,support.14,support.15,support.16,support.17,support.18,support.19,support.20,support.21,support.22
3,1,0.409091,22,607,r2u,11,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.409091
