user,if_move,d_dest,d_home,d_all,information_dest_case_1,information_dest_case_2,information_dest_case_3,information_home_case_1,information_home_case_2,information_home_case_3,support_dest_case_1,support_dest_case_2,support_dest_case_3,support_home_case_1,support_home_case_2,support_home_case_3,information_dest_case_2_only,information_dest_case_3_only,information_home_case_2_only,information_home_case_3_only,support_dest_case_2_only,support_dest_case_3_only,support_home_case_2_only,support_home_case_3_only,t,date,home,dest
1,1,6.0,15,27,115.0,163.0,183.0,168.0,213.0,225.0,0.333333,0.666667,0.666667,0.466667,0.6,0.6,49.0,20.0,49.0,12.0,0.5,0.0,0.333333,0.0666667,r2u,0607,33,11
